Date,Open,High,Low,Close,Adj Close,Volume
2016-04-13,322.326996,334.675995,320.994995,322.51001,312.449432,6492481
2016-04-18,325.998993,333.299011,323.381989,329.993011,319.699036,2776266
2016-04-20,334.21701,334.537994,325.127014,327.467987,317.252808,3190958
2016-04-21,328.570007,329.626007,322.281006,328.019012,317.786652,2177339
2016-04-22,322.281006,328.661987,321.132996,324.209015,314.095459,1433250
2016-04-25,325.311005,334.21701,325.311005,329.579987,319.298889,3367851
2016-04-26,328.203003,334.03299,326.321014,330.911011,320.588409,2557744
2016-04-27,335.13501,350.192993,332.518005,342.526001,331.841034,8459740
2016-04-28,352.075989,353.498993,340.184998,342.204987,331.530029,9832087
2016-04-29,341.424988,342.113007,331.002991,333.850006,323.435699,5311524
2016-05-02,333.299011,334.675995,327.239014,328.523987,318.275848,1712901
2016-05-03,328.708008,340.184998,328.708008,338.210999,327.660645,4269086
2016-05-04,336.006989,339.036987,329.901001,331.876007,321.523285,1848565
2016-05-05,332.839996,336.053009,322.877014,325.402008,315.251221,2331277
2016-05-06,327.790009,334.630005,325.402008,329.717987,319.432617,3137176
2016-05-09,330.773987,337.798004,328.890991,336.787994,326.282104,2032580
2016-05-10,337.431,339.083008,330.865997,338.670013,328.105347,2878355
2016-05-11,334.675995,346.56601,327.790009,329.533997,319.254303,5218333
2016-05-12,333.299011,333.803986,326.596008,332.471985,322.100677,3164900
2016-05-13,332.381012,332.381012,324.117004,325.862,315.696838,3932205
2016-05-16,325.953003,327.009003,314.796997,324.529999,314.406433,2940954
2016-05-17,326.871002,329.626007,320.076996,322.463989,312.404877,2698922
2016-05-18,321.362,323.75,318.837006,322.51001,312.449432,2377022
2016-05-19,322.51001,323.933014,315.302002,316.588013,306.712189,2690610
2016-05-20,317.597992,318.148987,311.537994,313.971008,304.176849,4122022
2016-05-23,318.332001,320.214996,313.558014,317.552002,307.646088,1808742
2016-05-24,317.597992,318.562012,313.833008,316.908997,307.023132,2251326
2016-05-25,318.700012,323.65799,318.608002,322.877014,312.804993,2117695
2016-05-26,323.199005,326.871002,319.296997,323.979004,313.87262,5176248
2016-05-27,324.071014,328.341003,320.949005,322.51001,312.449432,3019185
2016-05-30,324.209015,327.972992,323.428009,326.779999,316.586212,2793252
2016-05-31,327.697998,327.790009,318.746002,322.64801,312.58316,23834381
2016-06-01,324.622009,334.537994,323.473999,333.528015,323.123749,3024833
2016-06-02,331.783997,337.890015,330.360992,336.237,325.748199,2556661
2016-06-03,335.13501,335.778015,326.274994,328.846008,318.58783,3609628
2016-06-06,327.790009,329.671997,318.791992,320.214996,310.226044,5167561
2016-06-07,320.214996,323.290985,318.882996,320.582001,310.581573,4381069
2016-06-08,326.503998,328.937012,322.832001,323.79599,313.695313,2605089
2016-06-09,326.411987,327.239014,321.178986,322.51001,312.449432,1521414
2016-06-10,321.087006,324.622009,319.158997,322.372009,312.315765,2140417
2016-06-13,319.802002,321.821991,313.604004,314.384003,304.576904,2140153
2016-06-14,315.118988,316.312012,309.747009,314.614014,304.799774,3296690
2016-06-15,319.526001,323.979004,318.608002,323.106995,313.027802,3199499
2016-06-16,322.786011,323.153015,313.328003,318.148987,308.224487,2565833
2016-06-17,319.526001,329.533997,316.266998,327.790009,317.564789,5489119
2016-06-20,326.871002,336.053009,324.85199,334.675995,324.235931,3146856
2016-06-21,332.609985,334.859985,330.682007,332.563995,322.189789,1585741
2016-06-22,334.17099,336.971008,331.325012,333.345001,322.946472,2355464
2016-06-23,334.859985,335.824005,332.381012,334.950989,324.502319,1379833
2016-06-24,327.790009,330.544006,320.169006,326.734009,316.541687,2400132
2016-06-27,325.035004,328.661987,321.132996,322.417999,312.360321,2647545
2016-06-28,323.519989,329.166992,323.015015,327.881989,317.65387,3476133
2016-06-29,329.166992,330.820007,325.265015,327.054993,316.852661,2423551
2016-06-30,328.708008,339.726013,326.367004,336.787994,326.282104,4001563
2016-07-01,335.869995,342.342987,332.97699,338.210999,327.660645,2854198
2016-07-04,340.230988,345.143005,338.716003,342.802002,332.108459,1821457
2016-07-05,343.398987,343.398987,333.850006,335.960999,325.480835,1531188
2016-07-07,335.13501,340.920013,332.97699,333.619995,323.21286,2558012
2016-07-08,331.233002,332.609985,324.117004,325.998993,315.82962,1714674
2016-07-11,335.960999,335.960999,328.753998,330.406006,320.099152,2392590
2016-07-12,332.747986,334.675995,330.544006,333.574005,323.168274,1308657
2016-07-13,335.960999,336.006989,329.717987,333.94101,323.523865,1579839
2016-07-14,333.850006,337.614014,332.243011,336.925995,326.415741,1077240
2016-07-15,335.502014,348.862,335.502014,347.89801,337.045502,2762878
2016-07-18,348.631989,348.90799,331.507996,332.97699,322.589935,3526584
2016-07-19,329.671997,338.072998,328.341003,334.492004,324.057678,3487106
2016-07-20,334.401001,336.925995,331.783997,333.665985,323.257446,2792681
2016-07-21,335.960999,339.450989,332.839996,337.752014,327.216003,2157938
2016-07-22,337.890015,339.541992,334.30899,337.292999,326.771301,2512780
2016-07-25,334.21701,342.296997,333.390991,341.515991,330.862549,1816657
2016-07-26,339.726013,342.434998,336.834015,339.588013,328.994751,1828258
2016-07-27,340.368988,346.382996,338.256989,342.066986,331.396362,2545426
2016-07-28,350.559998,350.559998,333.850006,341.471008,330.81897,8065127
2016-07-29,341.471008,341.471008,330.957001,332.425995,322.056061,4101026
2016-08-01,333.712006,336.971008,332.471985,334.21701,323.79126,1742565
2016-08-02,332.289001,334.950989,326.549988,328.523987,318.275848,3491727
2016-08-03,329.764008,330.911011,324.346008,329.488007,319.209778,2445558
2016-08-04,330.360992,338.578003,324.162994,336.28299,325.792786,3240321
2016-08-05,337.154999,341.102997,330.131012,334.21701,323.79126,4180809
2016-08-08,333.299011,335.042999,320.720001,322.786011,312.716858,5273317
2016-08-09,324.024994,325.998993,316.541992,320.856995,310.847992,5628860
2016-08-10,322.281006,324.484009,316.772003,318.102997,308.179932,1672771
2016-08-11,317.919006,318.377991,314.016998,318.010986,309.413605,2707217
2016-08-12,316.083008,320.444,315.945007,319.34201,310.708649,2566837
2016-08-16,319.984985,322.60199,311.904999,314.429993,305.929443,4076437
2016-08-17,315.394012,320.903015,315.394012,317.368011,308.787994,3509593
2016-08-18,319.893005,324.942993,318.470001,324.255005,315.488831,2054894
2016-08-19,325.035004,325.953003,318.882996,322.64801,313.925293,1860367
2016-08-22,322.281006,324.117004,317.782013,321.54599,312.853027,965460
2016-08-23,319.526001,326.321014,316.496002,324.806,316.024963,2499624
2016-08-24,325.035004,329.028992,321.362,323.75,314.997498,1776615
2016-08-25,322.51001,325.035004,315.945007,317.690002,309.101318,3517129
2016-08-26,319.066986,319.618011,313.604004,315.807007,307.269226,1227698
2016-08-29,315.394012,319.296997,307.819,314.567993,306.063721,2776182
2016-08-30,314.705994,315.945007,301.851013,304.696991,296.459534,4404578
2016-08-31,305.065002,309.334015,301.942993,304.514008,296.281525,6972335
2016-09-01,302.998993,305.157013,276.830994,285.415985,277.699829,38566609
2016-09-02,282.937012,294.688995,281.421997,292.807007,284.891022,16696768
2016-09-06,292.807007,296.388,287.067993,295.194,287.213501,7697337
2016-09-07,292.440002,296.020996,290.235992,293.954987,286.007965,3718770
2016-09-08,293.954987,300.428009,292.898987,297.856995,289.804443,3749085
2016-09-09,297.031006,300.015015,292.302002,295.744995,287.749573,3220229
2016-09-12,291.889008,295.608002,288.399994,292.027008,284.132141,3430548
2016-09-14,291.153992,296.800995,291.153992,293.678986,285.739441,2183296
2016-09-15,292.945007,298.40799,290.971008,296.29599,288.285706,2258833
2016-09-16,295.744995,299.785004,294.826996,297.122986,289.090302,3518806
2016-09-19,296.571991,298.40799,294.781006,297.627991,289.581696,1665995
2016-09-20,297.48999,297.48999,291.704987,293.083008,285.159576,2984166
2016-09-21,294.18399,296.571991,292.714996,295.515991,287.526794,1811527
2016-09-22,297.122986,301.117004,296.25,300.243988,292.126923,1612448
2016-09-23,299.325989,302.998993,297.48999,300.197998,292.082184,2326164
2016-09-26,299.325989,301.804993,292.990997,294.138,286.186035,2347150
2016-09-27,295.562012,295.562012,288.354004,289.042999,281.22879,2444411
2016-09-28,287.894989,296.984985,285.644989,295.424011,287.437256,3203432
2016-09-29,296.113007,297.213989,288.399994,289.868988,282.03241,6813620
2016-09-30,289.915009,290.602997,282.890991,288.308014,280.513641,6238038
2016-10-03,288.308014,293.816986,288.308014,292.622986,284.712006,1641894
2016-10-04,291.522003,298.269989,290.235992,297.48999,289.447418,2854747
2016-10-05,295.653015,299.463989,294.368011,295.377991,287.392517,1413158
2016-10-06,298.362,298.638,292.990997,295.928986,287.928589,1709246
2016-10-07,296.20401,297.903015,291.246002,293.312012,285.382385,1449929
2016-10-10,292.072998,293.725006,289.226013,290.053009,282.211456,2637667
2016-10-13,287.343994,288.216003,280.502991,281.651001,274.036591,3376748
2016-10-14,282.707001,282.707001,277.657013,280.411987,272.831085,5331143
2016-10-17,280.411987,280.825012,272.01001,276.647003,269.167908,3710055
2016-10-18,277.290009,282.799011,272.744995,281.55899,273.947113,5008923
2016-10-19,281.55899,284.130005,279.126007,281.834991,274.215607,4980466
2016-10-20,281.972992,285.093994,280.044006,283.80899,276.13623,5192933
2016-10-21,285.92099,285.92099,280.595001,284.406006,276.717102,2319171
2016-10-24,281.283997,282.799011,278.804993,281.55899,273.947113,2144874
2016-10-25,278.666992,286.838989,277.014008,286.287994,278.548279,3950620
2016-10-26,289.226013,296.480011,289.042999,291.704987,283.818817,6418481
2016-10-27,288.812988,299.005005,287.94101,296.662994,288.642761,5512224
2016-10-28,296.526001,296.526001,292.209991,292.760986,284.846283,1537410
2016-11-01,291.980988,294.459991,290.373993,291.476013,283.596008,2354476
2016-11-02,289.684998,289.777008,283.395996,284.268005,276.582855,2180695
2016-11-03,283.71701,289.548004,280.320007,283.67099,276.001984,2933974
2016-11-04,284.406006,285.140015,279.171997,281.605011,273.991882,2332356
2016-11-07,286.380005,286.380005,278.851013,280.595001,273.009155,1813127
2016-11-08,281.513,281.651001,276.372009,279.953003,272.384521,1499550
2016-11-09,264.434998,280.044006,259.890015,276.372009,268.90036,5565399
2016-11-10,280.044006,288.399994,278.437988,283.395996,275.734467,3132173
2016-11-11,279.126007,282.752991,273.938995,276.739014,269.257446,1851370
2016-11-15,278.208008,279.953003,269.944,277.886993,270.374359,3057010
2016-11-16,280.089996,285.875,278.483002,284.313995,276.627655,2696334
2016-11-17,285.92099,289.777008,271,272.837006,265.460938,4158513
2016-11-18,273.984009,279.539001,271.09201,278.897003,271.357086,3574149
2016-11-21,279.493011,280.549011,273.112,274.993988,267.55957,1792552
2016-11-22,276.372009,280.458008,270.863007,279.079987,271.535095,3266053
2016-11-23,280.458008,283.028015,274.673004,275.958008,268.497528,1933946
2016-11-24,276.372009,279.769012,273.984009,277.657013,270.150604,4707044
2016-11-25,278.115997,280.963013,274.213989,276.372009,268.90036,2060454
2016-11-28,276.372009,294.919006,276.372009,292.714996,284.801483,4796430
2016-11-29,294.552002,299.325989,290.878998,298.269989,290.206329,4433105
2016-11-30,298.40799,300.061005,297.306,298.040985,289.98349,4901460
2016-12-01,297.48999,298.223999,287.894989,292.164001,284.265381,6993001
2016-12-02,289.226013,295.010986,288.583008,292.532013,284.623444,1802177
2016-12-05,291.522003,301.759003,291.522003,300.015015,291.904144,2435494
2016-12-06,300.152008,304.789001,298.178009,301.942993,293.780029,3084580
2016-12-07,302.722992,307.544006,298.5,301.299988,293.154388,2846155
2016-12-08,303.733002,306.671997,301.529999,305.247986,296.995667,2023337
2016-12-09,306.80899,309.838989,302.173004,304.834991,296.593811,2597625
2016-12-12,302.540009,302.998993,299.830994,302.217987,294.047577,760859
2016-12-13,299.325989,303.871002,299.325989,302.998993,294.807465,1044263
2016-12-14,301.253998,302.769012,295.194,296.20401,288.196167,1454097
2016-12-15,294.552002,295.975006,291.522003,292.394012,284.489197,3016619
2016-12-16,292.898987,293.450012,283.212006,284.86499,277.163696,4320582
2016-12-19,285.002991,286.013,279.217987,280.502991,272.919678,4049972
2016-12-20,280.963013,281.651001,274.627014,277.795013,270.284851,3529823
2016-12-21,279.217987,281.283997,275.45401,277.014008,269.524994,2602798
2016-12-22,274.993988,276.325989,266.501007,268.338013,261.083557,3098023
2016-12-23,271.230011,272.837006,267.328003,271.368011,264.031647,2009717
2016-12-26,270.403992,272.699005,265.078003,271.872986,264.522919,2669418
2016-12-27,271.781006,276.187988,267.328003,275.085999,267.649109,2501255
2016-12-28,274.535004,278.299988,272.515015,274.993988,267.55957,2845918
2016-12-29,276.739014,279.539001,273.15799,278.208008,270.686707,3486075
2016-12-30,276.647003,281.972992,275.545013,280.640991,273.053894,1919016
2017-01-02,278.299988,286.471985,278.299988,285.553009,277.83313,1612971
2017-01-03,286.425995,288.261993,275.45401,279.539001,271.981689,3225790
2017-01-04,277.657013,289.410004,274.673004,288.216003,280.424164,5669756
2017-01-05,287.528015,296.571991,284.681,294.826996,286.856415,4189621
2017-01-06,293.036987,302.998993,292.256012,293.588013,285.650909,2607971
2017-01-09,294.368011,295.102997,290.328003,291.934998,284.042572,2586554
2017-01-10,292.898987,294.734985,291.108002,293.908997,285.963226,1038675
2017-01-11,294.826996,298.087006,292.714996,296.34201,288.330414,2561671
2017-01-12,296.984985,298.729004,293.816986,295.470001,287.481995,1649318
2017-01-13,296.020996,298.40799,290.144012,294.001007,286.052734,2565985
2017-01-16,293.816986,296.938995,291.338013,292.532013,284.623444,1837200
2017-01-17,292.807007,293.632996,291.153992,292.440002,284.533936,2013199
2017-01-18,291.980988,292.714996,285.78299,288.216003,280.424164,3602517
2017-01-19,288.308014,296.20401,285.553009,291.153992,283.282715,2480287
2017-01-20,288.354004,300.703003,288.354004,294.321991,286.365051,3715135
2017-01-23,294.734985,295.653015,289.592987,293.496002,285.561401,1948692
2017-01-24,291.980988,292.898987,288.904999,290.602997,282.746582,2349475
2017-01-25,280.044006,288.950989,280.044006,285.875,278.146423,14656038
2017-01-27,284.911011,301.162994,284.911011,297.26001,289.223633,3475736
2017-01-30,296.662994,339.679993,295.744995,317.368011,308.787994,22812737
2017-01-31,320.48999,324.117004,314.980988,319.709991,311.066711,11515923
2017-02-01,317.690002,321.270996,312.317993,316.863007,308.296692,4028351
2017-02-02,316.772003,330.360992,316.083008,324.391998,315.622162,6836614
2017-02-03,324.391998,332.381012,323.381989,324.85199,316.069641,2613554
2017-02-06,325.035004,327.743988,323.79599,326.183014,317.364685,1476723
2017-02-07,325.218994,329.441986,322.096985,324.255005,315.488831,3987150
2017-02-08,325.953003,326.734009,318.515991,323.381989,314.639404,4798284
2017-02-09,323.244995,327.790009,322.096985,326.183014,317.364685,2006270
2017-02-10,327.790009,330.911011,325.998993,328.295013,319.419586,2163277
2017-02-13,324.529999,330.544006,324.437988,328.753998,319.86618,3601418
2017-02-14,328.248993,339.634003,325.953003,338.761993,329.603607,4651865
2017-02-15,339.634003,342.020996,330.635986,335.411011,326.343201,3901233
2017-02-16,331.738007,338.716003,330.820007,335.778015,326.700317,3975337
2017-02-17,336.971008,341.746002,332.656006,339.266998,330.094971,2504799
2017-02-20,339.864014,347.98999,339.864014,344.638,335.32077,3804705
2017-02-21,341.653992,346.980011,330.084991,333.161011,324.154053,6898587
2017-02-22,333.207001,342.020996,329.717987,331.462006,322.500977,7392454
2017-02-23,340.644012,368.190002,333.94101,336.28299,327.19165,38772605
2017-02-27,336.971008,337.38501,323.70401,326.596008,317.766541,9891630
2017-02-28,327.790009,342.571991,327.239014,335.27301,326.208954,13239646
2017-03-01,338.394989,338.670013,331.876007,333.069,324.064545,3755896
2017-03-02,334.21701,336.053009,323.381989,327.652008,318.793976,4571883
2017-03-03,327.652008,331.92099,324.391998,327.009003,318.168365,3947577
2017-03-06,330.544006,334.21701,327.972992,331.92099,322.947571,3241949
2017-03-07,331.462006,332.794006,327.192993,331.553986,322.590515,3112876
2017-03-08,330.727997,334.30899,329.166992,331.187012,322.233429,2968777
2017-03-09,330.406006,332.289001,327.467987,330.727997,321.786835,1280188
2017-03-10,331.325012,336.511993,330.497986,335.042999,325.985199,2277055
2017-03-14,336.053009,339.541992,329.259003,331.553986,322.590515,5812255
2017-03-15,330.544006,336.19101,327.054993,333.481995,324.46637,7253591
2017-03-16,334.21701,335.686005,329.717987,331.140991,322.18866,2621607
2017-03-17,331.600006,333.299011,315.852997,318.470001,309.860229,6261074
2017-03-20,317.690002,323.473999,311.492004,320.812012,312.138916,4650536
2017-03-21,320.444,323.015015,316.816986,321.270996,312.58548,2464807
2017-03-22,318.608002,319.984985,299.143005,310.528015,302.132965,8790453
2017-03-23,311.07901,313.742004,308.095001,310.803009,302.400543,4674321
2017-03-24,313.466003,319.251007,310.528015,312.640015,304.187866,5210926
2017-03-27,312.181,313.878998,307.72699,310.987,302.579529,3153405
2017-03-28,313.006989,315.394012,310.894989,312.868988,304.410614,2273422
2017-03-29,314.476013,318.057007,313.282013,316.634003,308.073853,9644521
2017-03-30,316.634003,323.56601,314.200989,322.463989,313.746216,4265079
2017-03-31,321.362,323.473999,316.772003,321.40799,312.71875,5680716
2017-04-03,317.690002,317.690002,308.737,313.833008,305.348572,7198764
2017-04-05,314.889008,318.837006,311.354004,316.312012,307.76059,4607243
2017-04-06,314.934998,314.934998,309.97699,313.833008,305.348572,2367916
2017-04-07,315.898987,321.776001,313.786987,316.496002,307.939606,6230255
2017-04-10,319.802002,319.893005,314.062988,317.414001,308.832794,1504194
2017-04-11,314.934998,326.641998,314.796997,321.54599,312.853027,2284661
2017-04-12,318.608002,324.942993,317.092987,322.096985,313.389099,2482627
2017-04-13,321.362,324.575989,311.492004,312.410004,303.96405,6434183
2017-04-17,314.752014,315.210999,310.712006,313.373993,304.902008,2050731
2017-04-18,312.181,315.256989,308.78299,311.07901,302.669037,6057155
2017-04-19,311.630005,313.786987,305.523987,312.13501,303.696472,2728188
2017-04-20,314.016998,315.670013,310.390015,314.705994,306.197968,2058528
2017-04-21,314.016998,317.690002,312.455994,314.752014,306.242767,1472524
2017-04-24,315.852997,318.102997,310.94101,316.450012,307.894836,1460191
2017-04-25,314.934998,330.360992,313.466003,324.989014,316.202972,4659584
2017-04-26,324.989014,330.544006,323.199005,328.295013,319.419586,3212025
2017-04-27,325.265015,332.334991,324.806,328.615997,319.731934,4886630
2017-04-28,326.229004,328.615997,321.821991,326.411987,317.587524,2930668
2017-05-02,326.411987,326.825989,318.332001,319.158997,310.530579,2391173
2017-05-03,319.618011,321.362,315.716003,318.010986,309.413605,2568622
2017-05-04,318.332001,322.64801,315.578003,317.690002,309.101318,1321097
2017-05-05,318.102997,320.444,315.072998,316.541992,307.984344,1677040
